customer_id,recency,frequency,monetary,R_rank_norm,F_rank_norm,M_rank_norm,RFM_Score
17222,65,109,1589.11,57.51,70.07,66.37,66.08
17223,310,67,803.53,29.95,57.27,47.39,47.54
17224,501,8,100.86,11.59,9.04,3.5,6.27
17225,581,5,131.15,7.27,5.13,6.54,6.26
17226,308,58,900.12,30.14,53.2,50.51,48.21
17227,18,110,2022.03,80.97,70.32,72.21,73.0
17228,15,324,3177.24,84.24,90.93,81.6,84.61
17229,96,47,318.76,49.81,47.28,22.8,33.7
17230,264,217,9924.95,33.29,84.46,95.4,83.02
17231,12,1151,7197.04,85.84,99.23,92.96,93.65
17232,2,35,421.52,97.17,38.89,30.79,43.02
17233,35,58,560.86,69.46,53.2,37.68,46.79
17234,182,14,149.89,40.71,17.13,8.49,15.74
17235,25,89,1904.88,75.21,65.09,70.95,69.95
17236,12,156,1929.26,85.84,78.22,71.22,75.37
17237,11,77,1002.08,86.73,61.07,53.88,60.82
17238,2,1092,7782.6,97.17,99.13,93.46,95.6
17239,312,32,1189.45,29.67,36.31,58.92,48.2
17240,596,7,130.6,6.37,7.81,6.49,6.84
17241,385,170,2744.14,23.74,80.02,78.54,70.73
17242,108,84,2889.28,48.37,63.56,79.63,70.44
17243,1,1040,20870.96,98.82,98.98,98.43,98.64
17244,53,118,1826.04,61.89,71.73,70.01,69.27
17245,204,24,371.63,38.47,28.77,27.07,29.25
17246,546,6,38.92,9.2,6.46,0.8,3.65
17247,15,53,282.19,84.24,50.85,19.55,38.02
17248,120,102,546.16,46.92,68.45,36.98,47.28
17249,428,27,68.03,17.16,31.64,1.76,12.44
17250,3,55,384.52,95.6,51.85,28.08,44.87
17251,362,77,812.43,27.43,61.07,47.59,48.34
17252,116,86,353.86,47.29,64.29,25.73,39.76
17253,18,18,178.26,80.97,22.05,11.4,24.82
17254,4,147,470.73,93.99,76.88,33.43,54.68
17255,40,173,799.13,66.89,80.33,47.22,59.44
17256,107,28,498.93,48.55,32.66,34.72,36.22
17257,436,14,192.73,15.84,17.13,12.71,14.42
17258,396,54,417.3,21.65,51.38,30.4,34.96
17259,148,221,1889.34,44.16,84.8,70.69,70.66
17260,411,6,120.95,19.55,6.46,5.6,7.94
17261,509,43,230.44,11.1,44.73,15.99,23.31
17262,52,19,2757.62,62.42,23.43,78.61,60.73
17263,208,23,63.44,38.17,27.7,1.64,14.42
17264,424,70,279.59,17.63,58.52,19.33,30.05
17265,138,118,562.9,44.94,71.73,37.73,48.33
17266,2,109,517.73,97.17,70.07,35.63,54.5
17267,127,37,317.62,46.32,40.31,22.66,31.15
17268,107,30,1733.89,48.55,34.62,68.66,56.11
17269,385,110,537.46,23.74,70.32,36.53,44.08
17270,469,46,604.4,13.54,46.68,39.52,37.63
17271,736,46,210.39,0.25,46.68,14.2,21.2
17272,42,114,2148.63,66.38,71.03,73.7,71.85
17273,424,12,141.12,17.63,14.64,7.72,11.15
17274,35,76,577.38,69.46,60.77,38.5,49.38
17275,383,23,114.52,23.97,27.7,5.06,14.23
17276,402,49,507.14,20.83,48.49,35.05,36.68
17277,227,69,1065.35,36.5,58.13,55.79,53.55
17278,241,17,271.24,35.39,20.78,18.87,21.88
17279,57,8,187.83,60.75,9.04,12.22,18.61
17280,438,6,118.86,15.56,6.46,5.43,7.24
17281,374,6,797.85,25.92,6.46,47.11,32.55
17282,130,199,2339.66,45.82,82.95,75.51,73.14
17283,378,15,188.46,25.21,18.32,12.32,15.93
17284,60,367,2563.7,59.32,92.66,77.31,78.91
17285,628,42,420.84,4.61,43.97,30.72,30.52
17286,21,90,395.48,79.01,65.35,28.9,46.62
17287,26,460,4111.96,74.47,94.75,86.06,86.75
17288,9,276,2499.98,89.18,88.6,76.88,82.01
17289,31,250,2079.39,71.35,86.93,72.95,76.62
17290,3,190,1440.96,95.6,82.08,64.2,73.92
17291,308,1,550.8,30.14,0.86,37.22,25.98
17292,472,14,271.75,13.26,17.13,18.97,17.6
17293,8,234,3774.23,90.45,86.03,84.69,85.93
17294,669,17,467.79,2.66,20.78,33.25,25.17
17295,28,68,556.95,73.75,57.72,37.51,48.61
17296,730,32,338.13,0.78,36.31,24.5,24.25
17297,17,49,131.78,82.05,48.49,6.65,29.67
17298,101,68,941.66,49.25,57.72,52.05,53.22
17299,11,107,1016.08,86.73,69.66,54.41,63.53
17300,390,43,393.64,22.82,44.73,28.81,32.37
17301,21,111,330.43,79.01,70.57,23.89,45.23
17302,14,79,1135.63,85.13,61.81,57.69,62.96
17303,361,53,250.04,27.51,50.85,17.55,28.37
17304,534,5,111.5,9.91,5.13,4.6,5.55
17305,648,9,2135.46,3.67,10.38,73.56,45.39
17306,10,72,9782.35,87.92,59.38,95.27,84.12
17307,395,48,3999.89,21.91,47.9,85.54,65.46
17308,393,7,4511.76,22.47,7.81,87.58,55.48
17309,95,34,330.59,50.05,37.94,23.92,31.77
17310,387,2,1025.1,23.3,2.16,54.63,35.24
17311,78,127,3566.56,53.46,73.5,83.66,76.29
17312,138,14,644.3,44.94,17.13,41.25,35.05
17313,31,24,2328.84,71.35,28.77,75.46,61.77
17314,24,256,4904.43,76.03,87.36,88.72,86.44
17315,1,736,9610.52,98.82,97.62,95.16,96.4
17316,420,35,124.45,18.4,38.89,5.91,17.02
17317,46,9,2600.34,64.59,10.38,77.68,56.87
17318,725,17,164.28,1.12,20.78,10.12,11.75
17319,669,3,29.1,2.66,3.06,0.44,1.51
17320,100,152,2895.77,49.37,77.61,79.67,74.54
17321,8,256,1741.18,90.45,87.36,68.73,77.21
17322,376,171,922.59,25.42,80.1,51.4,55.54
17323,15,327,1562.19,84.24,91.05,65.96,75.73
17324,17,144,2301.87,82.05,76.51,75.12,76.55
17325,280,39,609.57,32.01,41.83,39.82,39.21
17326,408,84,321.95,20.12,63.56,23.12,33.99
17327,409,4,152.35,19.93,4.04,8.77,9.12
17328,673,6,104.7,2.53,6.46,3.84,4.38
17329,14,104,1004.43,85.13,68.94,54.0,62.85
17330,22,8,423.8,78.0,9.04,30.91,31.85
17331,123,1,175.2,46.67,0.86,11.08,13.56
17332,528,92,827.77,10.23,65.96,48.19,47.47
17333,85,28,494.25,51.9,32.66,34.41,36.54
17334,302,31,635.15,30.53,35.52,40.96,37.87
17335,383,34,508.0,23.97,37.94,35.12,34.24
17336,472,1,81.12,13.26,0.86,2.49,3.65
17337,151,503,2026.42,43.83,95.51,72.28,74.52
17338,17,1229,12133.78,82.05,99.32,96.5,95.12
17339,94,10,362.36,50.29,11.83,26.47,25.94
17340,29,673,22404.82,72.9,97.21,98.6,94.36
17341,156,210,1889.83,43.29,83.86,70.71,70.28
17342,379,35,1227.54,24.95,38.89,59.91,48.78
17343,355,78,1259.94,27.92,61.39,60.61,55.93
17344,46,67,468.11,64.59,57.27,33.27,44.69
17345,15,197,1604.68,84.24,82.78,66.68,73.82
17346,3,886,5315.8,95.6,98.41,89.61,92.97
17347,86,1,228.96,51.66,0.86,15.76,16.98
17348,14,420,2464.31,85.13,94.09,76.5,82.72
17349,179,78,852.25,40.88,61.39,49.2,51.36
17350,8,137,1906.04,90.45,75.26,70.97,75.09
17351,36,68,1964.38,68.89,57.72,71.62,67.32
17352,696,5,36.25,1.61,5.13,0.72,2.09
17353,129,14,3242.0,45.96,17.13,81.94,58.39
17354,50,93,3143.46,63.46,66.3,81.29,74.42
17355,386,28,285.11,23.5,32.66,19.72,23.91
17356,311,86,946.47,29.8,64.29,52.26,52.26
17357,24,41,388.14,76.03,43.2,28.37,39.67
17358,303,144,866.05,30.42,76.51,49.57,54.24
17359,11,36,284.46,86.73,39.65,19.67,35.32
17360,17,220,1231.38,82.05,84.71,59.96,70.2
17361,49,55,880.64,63.98,51.85,50.03,52.63
17362,239,143,1024.04,35.63,76.35,54.61,57.85
17363,395,35,940.86,21.91,38.89,52.0,43.82
17364,0,878,11711.95,100.0,98.36,96.31,97.44
17365,12,763,8219.94,85.84,97.89,93.92,93.82
17366,432,128,1096.24,16.44,73.67,56.7,55.41
17367,238,33,168.4,35.78,37.08,10.53,21.75
17368,23,225,2826.14,76.96,85.15,79.2,80.53
17369,455,1,979.2,14.55,0.86,53.28,32.79
17370,72,33,446.18,55.35,37.08,32.19,37.04
17371,17,140,658.55,82.05,75.82,41.7,57.3
17372,40,634,4346.71,66.89,96.91,86.83,86.66
17373,40,91,1167.5,66.89,65.62,58.42,61.71
17374,218,42,727.11,37.1,43.97,44.46,43.22
17375,199,86,660.55,38.89,64.29,41.87,47.7
17376,70,55,453.64,56.27,51.85,32.66,41.57
17377,23,1677,18314.37,76.96,99.66,98.17,95.41
17378,374,1,10.95,25.92,0.86,0.17,4.23
17379,11,71,404.66,86.73,58.95,29.58,46.38
17380,434,10,645.0,16.2,11.83,41.29,29.28
17381,8,163,40002.37,90.45,79.1,99.3,92.32
17382,65,18,902.28,57.51,22.05,50.58,43.63
17383,4,51,309.99,93.99,49.74,21.84,40.47
17384,19,20,507.55,80.0,24.59,35.06,38.87
17385,14,42,261.11,85.13,43.97,18.37,35.55
17386,7,38,2812.77,91.75,41.08,79.12,70.36
17387,19,75,784.11,80.0,60.4,46.45,55.39
17388,77,52,2691.57,53.85,50.28,78.28,66.78
17389,0,429,57224.68,100.0,94.26,99.52,98.12
17390,420,12,149.3,18.4,14.64,8.42,11.66
17391,163,3,508.8,42.56,3.06,35.18,27.29
17392,306,67,620.56,30.23,57.27,40.38,43.59
17393,410,45,381.15,19.75,46.1,27.75,31.69
17394,219,4,203.87,36.92,4.04,13.53,14.38
17395,508,3,97.5,11.18,3.06,3.34,4.44
17396,39,46,8789.1,67.44,46.68,94.43,77.01
17397,22,133,1233.18,78.0,74.49,60.05,66.78
17398,114,38,653.38,47.58,41.08,41.52,42.31
17400,126,453,4677.05,46.49,94.59,88.16,83.71
17401,541,11,114.85,9.49,13.32,5.14,8.08
17402,4,177,5061.18,93.99,80.86,89.03,87.49
17403,36,45,400.57,68.89,46.1,29.24,39.91
17404,4,288,47638.12,93.99,89.17,99.4,95.73
17405,1,82,1031.41,98.82,62.96,54.9,63.75
17406,333,231,4905.05,28.37,85.74,88.74,78.84
17407,411,23,552.9,19.55,27.7,37.34,31.97
17408,163,8,316.09,42.56,9.04,22.51,21.74
17409,184,104,7793.51,40.48,68.94,93.49,78.66
17410,16,64,1214.72,83.19,56.05,59.65,62.18
17411,12,75,1425.38,85.84,60.4,63.91,66.22
17412,2,227,4417.52,97.17,85.31,87.2,88.17
17413,404,10,560.14,20.61,11.83,37.63,27.85
17414,43,21,2249.52,65.96,25.62,74.69,59.64
17415,79,14,507.84,53.08,17.13,35.1,32.76
17416,29,597,17298.45,72.9,96.62,97.97,93.83
17417,548,16,164.18,9.05,19.57,10.1,12.59
17418,42,42,670.06,66.38,43.97,42.28,46.36
17419,11,299,6500.52,86.73,89.79,91.9,90.53
17420,50,50,1084.43,63.46,49.13,56.32,55.38
17421,386,58,1059.41,23.5,53.2,55.55,50.09
17422,16,205,3594.76,83.19,83.59,83.75,83.62
17423,46,43,1118.95,64.59,44.73,57.21,54.82
17425,19,43,759.17,80.0,44.73,45.49,50.45
17426,8,427,8077.77,90.45,94.19,93.75,93.38
17427,71,2,100.8,55.84,2.16,3.49,10.97
17428,0,720,31819.76,100.0,97.56,99.08,98.79
17429,128,95,1357.46,46.13,66.82,62.61,61.32
17430,32,37,735.17,70.68,40.31,44.81,47.43
17431,313,41,403.3,29.57,43.2,29.48,33.33
17432,18,274,1751.39,80.97,88.48,68.92,76.2
17433,88,92,569.96,51.23,65.96,38.09,47.87
17434,2,134,2373.82,97.17,74.7,75.72,78.65
17435,411,15,331.35,19.55,18.32,24.01,21.75
17436,1,17,534.06,98.82,20.78,36.33,41.35
17437,529,52,373.17,10.15,50.28,27.24,31.13
17438,253,71,1422.77,34.38,58.95,63.81,58.03
17439,655,8,325.74,3.33,9.04,23.46,16.4
17440,156,6,323.58,43.29,6.46,23.27,21.57
17441,732,21,293.35,0.58,25.62,20.2,18.78
17442,36,283,4620.3,68.89,88.94,88.0,85.4
17443,219,1,534.24,36.92,0.86,36.35,26.5
17444,151,134,2389.1,43.83,74.7,75.89,70.75
17446,176,9,120.9,41.25,10.38,5.59,12.28
17447,40,36,541.53,66.89,39.65,36.69,42.05
17448,529,1110,14481.97,10.15,99.17,97.35,84.78
17449,2,568,4948.15,97.17,96.26,88.86,92.18
17450,8,420,246973.09,90.45,94.09,99.93,96.87
17451,1,100,1721.4,98.82,67.96,68.47,72.88
17453,17,19,486.72,82.05,23.43,34.02,38.26
17454,192,126,1547.94,39.55,73.33,65.76,63.94
17455,203,8,131.7,38.59,9.04,6.63,12.1
17456,365,60,1225.42,27.19,54.17,59.88,53.38
17457,126,64,5984.81,46.49,56.05,91.01,74.54
17458,15,84,529.58,84.24,63.56,36.04,50.98
17459,43,110,657.3,65.96,70.32,41.61,53.3
17460,94,137,2228.27,50.29,75.26,74.4,71.03
17461,22,106,757.46,78.0,69.4,45.42,57.02
17462,60,27,675.69,59.32,31.64,42.5,41.98
17463,16,310,2557.91,83.19,90.35,77.24,81.8
17464,158,39,1000.94,42.97,41.83,53.84,48.85
17465,425,142,2542.79,17.51,76.2,77.1,67.91
17466,10,41,763.28,87.92,43.2,45.57,51.26
17467,395,4,102.6,21.91,4.04,3.74,6.55
17468,10,8,194.8,87.92,9.04,12.83,23.03
17469,16,267,5051.25,83.19,88.12,88.98,87.87
17470,44,155,2804.87,65.48,78.08,79.02,76.72
17471,474,19,321.65,13.1,23.43,23.07,21.67
17472,191,217,935.1,39.67,84.46,51.83,59.14
17473,408,34,607.0,20.12,37.94,39.7,36.27
17474,599,6,1047.0,6.1,6.46,55.23,34.2
17475,79,14,194.37,53.08,17.13,12.8,20.05
17476,395,31,489.86,21.91,35.52,34.16,32.7
17477,612,44,1144.3,5.48,45.43,57.95,46.57
17478,408,40,1272.8,20.12,42.53,60.91,49.65
17479,632,18,389.26,4.41,22.05,28.5,23.08
17480,77,53,902.03,53.85,50.85,50.56,51.14
17481,3,82,1255.59,95.6,62.96,60.53,66.47
17482,487,51,778.19,12.34,49.74,46.24,42.13
17483,65,28,591.73,57.51,32.66,38.89,39.94
17484,576,14,209.57,7.61,17.13,14.17,14.01
17486,261,24,396.87,33.69,28.77,28.98,29.63
17487,728,8,160.55,0.96,9.04,9.62,8.16
17488,641,18,336.5,4.03,22.05,24.38,20.68
17489,58,29,376.64,60.26,33.69,27.43,34.1
17490,0,116,2750.5,100.0,71.39,78.59,79.79
17491,1,177,5981.07,98.82,80.86,90.99,89.33
17492,248,39,1122.42,34.71,41.83,57.33,49.6
17493,385,8,100.91,23.74,9.04,3.54,8.11
17494,501,3,54.7,11.59,3.06,1.26,3.32
17495,7,48,806.72,91.75,47.9,47.45,54.22
17496,358,72,1412.89,27.77,59.38,63.57,57.03
17497,390,7,287.25,22.82,7.81,19.87,16.94
17498,75,17,272.22,54.19,20.78,19.02,24.79
17499,289,71,1341.39,31.22,58.95,62.35,56.73
17500,17,5,1138.0,82.05,5.13,57.72,46.65
17501,220,18,288.6,36.85,22.05,19.94,23.07
17502,9,28,689.1,89.18,32.66,43.16,47.13
17503,2,38,558.96,97.17,41.08,37.56,47.49
17504,206,342,9565.12,38.27,91.6,95.13,85.61
17505,161,102,2435.48,42.78,68.45,76.35,69.1
17506,75,14,302.2,54.19,17.13,20.98,24.89
17507,261,87,605.58,33.69,64.63,39.63,45.74
17508,280,231,4579.23,32.01,85.74,87.83,78.87
17509,57,364,6115.14,60.75,92.54,91.25,87.04
17510,24,35,514.56,76.03,38.89,35.42,42.49
17511,2,1868,175603.55,97.17,99.71,99.9,99.44
17512,28,197,5467.82,73.75,82.78,89.94,85.51
17513,72,18,1158.8,55.35,22.05,58.19,47.64
17514,128,81,542.83,46.13,62.63,36.81,45.44
17515,31,178,1617.46,71.35,81.02,66.87,71.5
17516,15,188,957.55,84.24,81.88,52.72,65.61
17517,308,11,153.94,30.14,13.32,8.92,13.33
17518,425,76,329.42,17.51,60.77,23.8,33.21
17519,17,204,5109.47,82.05,83.49,89.13,86.49
17520,53,30,546.81,61.89,34.62,37.05,40.09
17521,29,78,1278.06,72.9,61.39,61.14,62.97
17522,1,69,1066.15,98.82,58.13,55.83,62.92
17523,11,32,652.74,86.73,36.31,41.47,46.82
17524,361,43,539.14,27.51,44.73,36.6,37.51
17525,359,26,1161.9,27.66,30.75,58.32,46.0
17526,4,92,4166.04,93.99,65.96,86.21,81.71
17527,53,47,939.37,61.89,47.28,51.9,52.1
17528,1,250,3628.5,98.82,86.93,83.97,87.03
17529,610,82,1240.25,5.63,62.96,60.17,52.77
17530,1,459,3136.92,98.82,94.74,81.22,87.64
17531,190,58,1266.82,39.77,53.2,60.77,55.5
17532,385,4,65.34,23.74,4.04,1.71,5.67
17533,434,1,34.8,16.2,0.86,0.62,3.03
17534,53,92,1668.83,61.89,65.96,67.52,66.24
17535,280,13,164.4,32.01,15.88,10.15,15.03
17536,177,16,364.83,41.09,19.57,26.67,26.85
17537,29,74,897.62,72.9,60.03,50.41,56.48
17538,25,9,98.42,75.21,10.38,3.42,16.14
17539,628,139,1211.57,4.61,75.65,59.52,55.8
17540,24,64,1590.6,76.03,56.05,66.39,64.94
17541,509,31,124.46,11.1,35.52,5.93,14.99
17542,269,62,341.7,32.74,55.13,24.74,34.45
17543,549,13,120.05,8.98,15.88,5.55,8.96
17544,390,80,960.69,22.82,62.26,52.84,50.97
17545,43,252,1448.54,65.96,87.05,64.35,70.95
17547,375,31,727.85,25.68,35.52,44.48,39.15
17548,233,34,731.26,36.26,37.94,44.63,41.5
17549,23,6,148.86,76.96,6.46,8.37,18.13
17550,197,301,2547.64,39.13,89.92,77.15,75.02
17551,359,39,306.84,27.66,41.83,21.43,28.08
17552,60,143,3085.29,59.32,76.35,80.88,76.38
17553,129,6,3757.6,45.96,6.46,84.59,56.92
17554,1,87,1952.45,98.82,64.63,71.51,73.68
17555,19,260,1057.74,80.0,87.66,55.49,68.17
17556,205,14,300.67,38.35,17.13,20.76,22.38
17557,14,35,575.46,85.13,38.89,38.47,45.59
17558,393,28,259.17,22.47,32.66,18.22,22.9
17559,512,12,167.62,10.92,14.64,10.44,11.69
17560,94,55,1895.8,50.29,51.85,70.81,62.42
17561,19,182,722.34,80.0,81.45,44.33,60.07
17562,14,63,1122.38,85.13,55.62,57.3,61.0
17563,578,29,392.38,7.43,33.69,28.73,26.92
17564,24,49,454.01,76.03,48.49,32.67,43.6
17565,586,30,131.83,6.98,34.62,6.66,14.54
17566,8,128,901.21,90.45,73.67,50.55,63.01
17567,7,196,5356.03,91.75,82.64,89.64,88.0
17568,633,61,382.79,4.35,54.63,27.89,31.85
17569,332,29,344.14,28.45,33.69,24.93,27.91
17571,50,305,1702.5,63.46,90.05,68.05,73.52
17572,71,32,723.01,55.84,36.31,44.38,43.84
17573,29,25,380.6,72.9,29.8,27.72,35.08
17574,242,8,185.65,35.27,9.04,12.01,14.67
17575,667,5,171.7,2.83,5.13,10.75,7.99
17576,8,877,9050.46,90.45,98.34,94.67,95.07
17577,645,21,348.75,3.86,25.62,25.26,22.15
17578,218,64,1047.33,37.1,56.05,55.25,52.75
17579,4,91,753.28,93.99,65.62,45.33,58.31
17580,252,93,542.32,34.51,66.3,36.77,44.7
17581,0,811,18757.75,100.0,98.09,98.26,98.47
17582,236,119,1450.7,35.9,71.93,64.41,62.24
17583,560,7,135.95,8.47,7.81,7.17,7.54
17584,7,124,5309.42,91.75,72.87,89.59,85.23
17585,109,379,2093.3,48.23,93.08,73.12,74.97
17586,619,8,167.4,5.26,9.04,10.41,9.25
17587,628,41,178.71,4.61,43.2,11.45,19.31
17588,100,71,2939.55,49.37,58.95,79.92,69.47
17589,60,1235,14018.2,59.32,99.33,97.25,92.14
17590,2,189,1477.97,97.17,81.96,64.76,74.44
17591,73,169,2776.67,54.93,79.95,78.81,75.55
17592,738,13,148.3,0.04,15.88,8.32,9.2
17593,3,403,8095.8,95.6,93.72,93.76,94.03
17594,85,104,2497.88,51.9,68.94,76.85,70.89
17595,12,82,388.79,85.84,62.96,28.47,46.73
17596,23,473,4920.67,76.96,94.94,88.82,88.76
17597,213,128,3484.09,37.68,73.67,83.37,73.8
17598,381,10,409.98,24.44,11.83,29.89,24.01
17599,477,3,52.05,12.88,3.06,1.2,3.47
17600,17,13,161.67,82.05,15.88,9.83,22.36
17601,239,68,421.06,35.63,57.72,30.74,39.03
17602,2,881,7451.13,97.17,98.38,93.16,95.23
17603,78,104,1793.48,53.46,68.94,69.46,66.92
17604,217,207,945.93,37.33,83.74,52.22,58.81
17605,590,13,160.75,6.83,15.88,9.65,10.98
17606,737,6,87.3,0.14,6.46,2.79,3.42
17607,376,22,333.81,25.42,26.64,24.21,25.07
17608,33,149,498.53,70.06,77.21,34.65,51.88
17609,40,364,1881.8,66.89,92.54,70.63,76.2
17610,540,148,1529.49,9.61,77.02,65.52,60.35
17611,7,1102,8321.98,91.75,99.15,94.04,95.12
17612,53,340,5394.86,61.89,91.54,89.82,86.11
17613,22,304,4559.15,78.0,90.0,87.75,86.92
17614,57,97,390.07,60.75,67.32,28.61,44.27
17615,130,54,733.2,45.82,51.38,44.72,46.75
17616,173,4,1060.8,41.49,4.04,55.64,39.07
17617,558,18,395.33,8.51,22.05,28.86,23.9
17618,5,350,4073.24,92.78,92.0,85.87,88.62
17619,312,71,218.52,29.67,58.95,14.92,29.46
17620,59,4,81.44,59.82,4.04,2.56,11.57
17621,21,66,3175.12,79.01,56.84,81.56,74.26
17622,597,38,1130.21,6.27,41.08,57.52,45.23
17623,32,193,2383.67,70.68,82.37,75.77,76.85
17624,14,97,1568.63,85.13,67.32,66.05,69.27
17625,18,658,6067.8,80.97,97.13,91.18,91.32
17626,602,18,254.0,6.01,22.05,17.82,17.23
17627,478,10,296.36,12.82,11.83,20.47,16.91
17628,81,5,75.75,52.55,5.13,2.15,10.55
17629,5,156,2455.52,92.78,78.22,76.44,79.39
17630,169,26,503.6,42.07,30.75,34.96,34.85
17631,1,69,998.49,98.82,58.13,53.73,61.72
17633,31,101,2057.39,71.35,68.21,72.74,71.27
17634,36,296,2361.97,68.89,89.58,75.67,78.55
17635,424,74,1265.58,17.63,60.03,60.73,54.07
17636,19,20,285.56,80.0,24.59,19.75,30.14
17637,31,35,547.06,71.35,38.89,37.08,42.73
17638,647,3,842.4,3.73,3.06,48.75,29.2
17639,276,79,615.17,32.26,61.81,40.17,45.04
17640,86,66,3168.94,51.66,56.84,81.53,70.14
17642,119,108,1824.49,47.04,69.87,69.96,66.5
17643,373,31,541.25,26.17,35.52,36.67,34.77
17644,1,327,6028.6,98.82,91.05,91.15,92.27
17646,219,196,4149.79,36.92,82.64,86.12,77.77
17647,65,12,331.66,57.51,14.64,24.04,26.43
17648,60,125,2216.37,59.32,73.09,74.27,71.69
17649,138,98,1578.89,44.94,67.53,66.22,63.39
17650,21,8,166.08,79.01,9.04,10.27,20.24
17651,11,332,5703.52,86.73,91.23,90.5,90.14
17652,25,259,4867.72,75.21,87.58,88.59,86.3
17653,36,44,1207.56,68.89,45.43,59.45,56.94
17654,277,22,117.55,32.15,26.64,5.35,15.33
17655,10,111,3652.48,87.92,70.57,84.16,80.92
17656,73,82,1674.69,54.93,62.96,67.58,64.39
17657,430,7,126.0,16.82,7.81,6.12,8.2
17658,25,19,595.42,75.21,23.43,39.05,40.1
17659,17,192,3834.79,82.05,82.22,84.95,83.75
17660,141,79,359.47,44.7,61.81,26.23,38.96
17662,661,15,412.92,3.09,18.32,30.06,22.73
17663,25,238,5175.83,75.21,86.26,89.32,86.35
17664,18,80,1166.23,80.97,62.26,58.41,62.87
17665,493,19,563.1,12.0,23.43,37.76,29.89
17666,3,44,2047.8,95.6,45.43,72.56,68.42
17667,66,230,3950.7,57.08,85.55,85.41,81.2
17668,1,15,347.75,98.82,18.32,25.15,34.29
17669,42,144,6142.35,66.38,76.51,91.3,83.42
17670,227,11,205.7,36.5,13.32,13.76,17.04
17671,15,75,2403.34,84.24,60.4,76.03,72.88
17672,50,205,5663.74,63.46,83.59,90.43,84.47
17673,1,496,4233.58,98.82,95.39,86.38,90.77
17674,74,27,851.7,54.56,31.64,49.15,45.06
17675,1,1116,38259.6,98.82,99.2,99.25,99.17
17676,4,148,2765.84,93.99,77.02,78.64,80.49
17677,1,685,36692.91,98.82,97.33,99.23,98.64
17678,263,28,599.76,33.43,32.66,39.22,36.51
17679,52,81,3577.61,62.42,62.63,83.68,74.6
17680,23,20,497.45,76.96,24.59,34.6,38.15
17681,597,14,731.2,6.27,17.13,44.62,31.17
17682,10,220,4456.78,87.92,84.71,87.37,86.71
17683,385,46,819.01,23.74,46.68,47.85,43.91
17684,43,15,239.41,65.96,18.32,16.68,24.53
17685,16,196,5943.17,83.19,82.64,90.91,87.44
17686,7,429,8296.81,91.75,94.26,93.98,93.73
17687,420,26,432.68,18.4,30.75,31.48,29.31
17688,393,19,304.2,22.47,23.43,21.14,21.98
17689,388,22,317.08,23.15,26.64,22.62,23.83
17690,30,356,7448.1,72.08,92.24,93.15,89.73
17691,358,43,780.05,27.77,44.73,46.31,43.09
17692,127,161,2960.44,46.32,78.86,80.08,74.67
17693,137,16,200.47,45.1,19.57,13.26,19.8
17694,141,81,1695.97,44.7,62.63,67.98,62.99
17695,131,61,1746.04,45.72,54.63,68.81,61.38
17696,38,365,7679.59,67.87,92.6,93.34,89.31
17697,236,19,338.95,35.9,23.43,24.57,25.95
17698,260,8,154.95,33.86,9.04,8.99,12.73
17699,476,19,442.0,12.99,23.43,32.01,26.75
17700,16,360,6679.97,83.19,92.35,92.21,90.9
17701,252,24,417.95,34.51,28.77,30.5,30.62
17702,30,153,3144.04,72.08,77.75,81.31,78.93
17703,35,78,1094.84,69.46,61.39,56.65,59.9
17704,168,31,885.19,42.2,35.52,50.12,44.84
17705,3,120,2083.9,95.6,72.09,73.0,76.14
17706,4,736,20749.98,93.99,97.62,98.39,97.52
17707,185,24,609.3,40.31,28.77,39.8,36.79
17708,187,73,887.93,40.03,59.71,50.15,51.31
17709,169,40,671.01,42.07,42.53,42.31,42.34
17710,423,20,293.5,17.81,24.59,20.22,21.08
17711,10,23,385.1,87.92,27.7,28.16,37.0
17712,44,29,522.91,65.48,33.69,35.87,39.7
17713,382,76,1198.09,24.17,60.77,59.14,54.35
17714,320,81,1410.18,29.07,62.63,63.47,58.07
17715,200,2,489.6,38.81,2.16,34.14,25.89
17716,22,601,15956.97,78.0,96.63,97.64,94.41
17717,421,26,376.92,18.19,30.75,27.46,26.99
17718,232,23,439.18,36.38,27.7,31.85,31.37
17719,37,274,5396.04,68.33,88.48,89.83,86.23
17720,26,132,2768.91,74.47,74.35,78.73,76.86
17721,659,11,307.21,3.2,13.32,21.5,16.46
17722,96,174,4430.36,49.81,80.47,87.27,79.75
17723,127,12,3378.4,46.32,14.64,82.71,58.19
17724,71,40,1033.0,55.84,42.53,54.96,51.61
17725,16,192,3439.08,83.19,82.22,83.15,82.9
17726,395,64,1092.06,21.91,56.05,56.54,51.21
17727,15,66,1060.25,84.24,56.84,55.59,60.24
17728,3,244,4238.76,95.6,86.66,86.43,87.87
17729,596,23,438.65,6.37,27.7,31.82,26.85
17730,3,314,7773.8,95.6,90.56,93.44,92.96
17731,79,99,1708.99,53.08,67.73,68.25,65.83
17732,372,122,2470.39,26.46,72.47,76.61,67.93
17733,38,35,692.19,67.87,38.89,43.23,45.71
17734,53,86,1442.32,61.89,64.29,64.22,63.89
17735,2,874,17244.93,97.17,98.33,97.95,97.94
17736,9,25,377.44,89.18,29.8,27.49,37.39
17737,9,10,168.24,89.18,11.83,10.49,22.67
17738,19,230,4183.56,80.0,85.55,86.23,85.1
17739,11,149,7730.59,86.73,77.21,93.4,87.87
